"ID","Age","Income","Education","City","Department","Score","Years_Experience","Satisfaction","Salary_Bonus","Performance_Rating"
333,75,73895.49,"Bachelor","Phoenix","Marketing",83,9,4,3016.7,"Fair"
334,59,34905.6,"Master","Houston","Engineering",68.7,9,7,4157.6,"Excellent"
335,53,69478.05,"High School","Houston","Finance",77.2,18,10,8604.87,"Excellent"
336,37,41623.35,"Master","Chicago","Engineering",81,17,7,550.8,"Good"
337,32,32739.2,"High School","New York","Sales",92.8,23,2,3769.23,"Fair"
338,78,48143.9,"PhD","Houston","HR",88.8,21,5,7493.92,"Poor"
339,24,55995.59,"Bachelor","Chicago","Engineering",69.1,5,4,4104.81,"Excellent"
340,66,30446.36,"Bachelor","Chicago","Engineering",84.1,13,4,7435.46,"Excellent"
341,44,39719.88,"High School","New York","Engineering",NA,24,4,7471.86,"Excellent"
342,47,30076.36,"High School","Chicago","Marketing",65.6,18,2,8922.94,"Fair"
343,22,75335.48,"PhD","New York","HR",96.3,21,3,6737.54,"Excellent"
344,39,69472.25,"High School","New York","Marketing",54.4,9,1,NA,"Good"
345,37,34349.46,"Bachelor","Phoenix","Engineering",61.5,25,8,1004.44,"Excellent"
346,67,66146.92,"Bachelor","Houston","Marketing",77.1,7,6,513.52,"Poor"
347,75,49888.37,"PhD","Phoenix","HR",49.4,7,7,2613.63,"Excellent"
348,58,32732.16,"PhD","Chicago","Sales",79.8,28,1,686.43,"Good"
349,28,63423.95,"Master","Los Angeles","Marketing",43,22,5,4264.83,"Good"
350,45,48540.99,"Bachelor","Houston","Marketing",63.9,9,2,2443.96,"Good"
351,55,72603.6,"Bachelor","Los Angeles","Sales",60.7,23,5,1035.45,"Good"
352,59,51102.73,"High School","Los Angeles","Engineering",89,11,3,2524.67,"Fair"
353,26,78761.1,"Bachelor","Houston","Sales",58.5,23,5,3918.22,"Excellent"
354,80,44804.71,"High School","Chicago","Finance",94.5,21,3,4561.48,"Good"
355,40,59390.96,"High School","Chicago","Finance",62.8,0,10,2401.8,"Good"
356,43,62405.89,"High School","Houston","Engineering",69.9,27,9,7899.43,"Fair"
357,68,60582.17,"High School","Chicago","Marketing",62.6,21,10,4606.49,"Excellent"
358,58,59038.85,"High School","Los Angeles","HR",NA,14,7,6782.53,"Good"
359,28,54740.07,"Master","Houston","Engineering",55.1,19,1,6382.11,"Good"
360,36,53182.7,"High School","Los Angeles","Finance",86.1,14,9,6774.67,"Fair"
361,45,82300.63,"High School","Chicago","Finance",89.7,26,9,4785.09,"Excellent"
362,38,73162.61,"High School","Los Angeles","Sales",69.3,27,9,5020.94,"Excellent"
363,53,42802.24,"High School","New York","HR",55.5,5,8,2606.22,"Good"
364,59,82928.74,"Bachelor","Phoenix","Marketing",85.9,0,6,6464.3,"Good"
365,39,57895.97,"PhD","Chicago","Marketing",60.4,4,7,2694.36,"Good"
366,42,42187.86,"Bachelor","Los Angeles","HR",61.7,23,6,6072.11,"Good"
367,71,58396.05,"Master","Los Angeles","HR",64.7,11,7,4391.18,"Fair"
368,76,NA,"Master","Phoenix","Engineering",61,4,7,1619.96,"Good"
369,66,57018.79,"Master","Houston","Marketing",99.9,3,1,3907.05,"Poor"
370,47,35532.12,"PhD","Houston","Marketing",84.2,4,1,5909.53,"Good"
371,76,38603.49,"High School","Chicago","Engineering",80.1,20,1,3700.93,"Good"
372,38,82258.38,"Bachelor","New York","Engineering",66.4,9,8,6493.8,"Good"
373,61,74227.42,"High School","Phoenix","Engineering",90.8,12,2,3019.74,"Excellent"
374,38,37325.51,"High School","Los Angeles","Engineering",59.8,14,3,4846.71,"Good"
375,23,36998.16,"Master","Phoenix","HR",71.8,28,3,1675.87,"Poor"
376,64,89466.66,"Master","Houston","Engineering",91.5,25,5,3700.26,"Good"
377,58,93180.84,"Master","New York","HR",61,7,8,3275.6,"Good"
378,27,39457.18,"High School","Los Angeles","Sales",75.6,4,9,3850.08,"Poor"
379,41,28953.89,"High School","Houston","Engineering",63.5,14,5,4488.98,"Good"
380,67,107469.9,"PhD","New York","Finance",69.2,15,5,5608.8,"Fair"
381,72,59592.58,"High School","Los Angeles","Finance",74.2,4,10,3766.91,"Good"
382,24,58735,"Bachelor","New York","Finance",72.2,17,3,6389.37,"Good"
383,31,56522.73,"PhD","Houston","Finance",89.5,15,6,3189.61,"Excellent"
384,29,83097.2,"Bachelor","Chicago","Finance",84.4,12,1,5915.5,"Good"
385,70,51165.56,"PhD","New York","Engineering",87.3,13,3,3959.31,"Good"
386,68,84187.84,"High School","New York","Sales",87.7,18,7,8790.69,"Good"
387,27,50586.89,"Bachelor","Los Angeles","Engineering",95,30,9,4848.69,"Good"
388,74,65102.92,"Bachelor","Chicago","Engineering",78.4,2,2,6432.04,"Good"
389,42,34330.06,"PhD","New York","Marketing",84.8,30,7,6679.64,"Excellent"
390,54,58409.47,"PhD","Chicago","Marketing",69.9,14,2,4000.48,"Good"
391,19,79013.36,"High School","Houston","Finance",73.3,24,10,6149.01,"Good"
392,52,51731.88,"Bachelor","Houston","Engineering",83,10,2,3242.87,"Good"
393,51,80649.52,"Bachelor","Phoenix","Marketing",69.9,25,2,7270.44,"Excellent"
394,44,109543.93,"High School","Chicago","Engineering",69.4,12,10,6732.08,"Excellent"
395,63,73838.48,"PhD","Houston","Finance",79.1,4,1,4903.43,"Good"
396,48,50027.72,"Master","Los Angeles","Engineering",98,12,7,4361.41,"Fair"
397,44,56929.58,"High School","Houston","Marketing",54.1,21,4,2061.84,"Fair"
398,33,46321.38,"Bachelor","Los Angeles","Sales",67.9,15,4,5615.38,"Good"
399,53,98573.36,"Master","Phoenix","Marketing",NA,27,2,6603.76,"Fair"
400,73,-4175.59,"Master","Houston","Finance",79.8,24,10,2906.11,"Excellent"
401,70,56617.76,"PhD","Los Angeles","Marketing",53.8,6,3,6320.43,"Excellent"
402,41,57202.76,"Bachelor","New York","Finance",63.9,25,6,6476.81,"Good"
403,55,59268.97,"Master","New York","Engineering",58.2,7,9,8635.23,"Poor"
404,69,23843.61,"Bachelor","Los Angeles","Marketing",74.3,2,3,3344.42,"Excellent"
405,38,59324.23,"Bachelor","Chicago","Finance",94.7,5,1,5771.5,"Excellent"
406,37,58753.28,"PhD","New York","Sales",75,21,9,684.77,"Good"
407,28,80172.44,"High School","New York","HR",71.8,15,4,5239.27,"Good"
408,75,65470.36,"Master","Chicago","Engineering",108.8,1,10,6397.63,"Fair"
409,50,77309.09,"Bachelor","Phoenix","HR",65.9,6,4,7556.48,"Fair"
410,76,35849.96,"Bachelor","Los Angeles","Engineering",76.7,26,5,2753.61,"Good"
411,31,52511.89,"Bachelor","Houston","Engineering",70,8,1,6086.79,"Poor"
412,45,58834.76,"Bachelor","New York","Sales",61.4,9,6,4923.29,"Good"
413,50,60444.35,"High School","Chicago","Finance",84.1,21,4,5800.9,"Good"
414,46,41123.71,"Bachelor","Los Angeles","Finance",67.2,30,2,7173.76,"Good"
415,53,84583.44,"Bachelor","Phoenix","Marketing",87.8,5,7,5114.91,"Good"
416,62,42764.66,"PhD","Phoenix","Sales",68.9,7,5,8371.63,"Fair"
417,49,22713.8,"Master","Los Angeles","HR",72.9,12,5,3387.27,"Fair"
418,55,63049.8,"PhD","Los Angeles","Marketing",62.8,19,9,7668.45,"Excellent"
419,39,68291.11,"Master","Houston","Sales",70.1,4,1,7257.04,"Poor"
420,61,73882.54,"Bachelor","Los Angeles","Finance",80.7,20,1,1751.68,"Good"
421,78,36074.78,"High School","Houston","Finance",45.1,30,7,4332.11,"Good"
422,24,50034.23,"Bachelor","Los Angeles","Sales",60,20,6,2576.97,"Fair"
423,61,28431.27,"Bachelor","New York","HR",79.3,28,5,7040.05,"Good"
424,22,71895.27,"PhD","Los Angeles","Sales",58.5,11,8,8511.62,"Fair"
425,48,61953.93,"Bachelor","Chicago","Marketing",89.8,6,9,-1074.71,"Good"
426,49,73275.25,"Master","Phoenix","Finance",59.8,19,8,9369.96,"Good"
427,35,67165.49,"High School","Los Angeles","Sales",62,19,10,5283.53,"Good"
428,56,42849.04,"Bachelor","Houston","Finance",71.6,21,3,5274.71,"Good"
429,30,58593.16,"Bachelor","New York","Finance",70.9,7,6,2209.41,"Excellent"
430,75,16831.81,"High School","Houston","Finance",71.2,14,5,5258.61,"Fair"
431,47,65058.93,"Master","Houston","Sales",81.2,26,10,3796.8,"Good"
432,71,74377.98,"PhD","Houston","Sales",83.6,20,7,7012.13,"Poor"
433,19,37485.26,"Master","Houston","Finance",47.7,11,7,2279.68,"Poor"
434,45,12279.51,"Master","Phoenix","Finance",89.3,7,2,2902.08,"Good"
435,20,24543.45,"High School","Phoenix","Marketing",95.2,9,5,5996.99,"Good"
436,50,32737.64,"Bachelor","Chicago","Finance",63.7,24,2,4819.67,"Excellent"
437,64,79819.68,"Bachelor","Phoenix","Finance",46.7,15,8,4397.19,"Good"
438,46,55069.64,"High School","Houston","HR",50.4,7,10,2885.77,"Good"
439,37,30244.11,"Bachelor","New York","Sales",46.3,21,4,5869.76,"Good"
440,60,66113.98,"Master","Chicago","Sales",79.6,29,9,3870.01,"Good"
441,26,11337.01,"Bachelor","Los Angeles","Marketing",84.5,6,7,4538.91,"Excellent"
442,71,50059.51,"Master","New York","HR",97.1,18,8,5531.96,"Excellent"
443,27,77257.14,"High School","Los Angeles","Engineering",79.9,4,8,8397.99,"Good"
444,24,48166.54,"Master","Houston","Engineering",88.9,7,3,4982.57,"Good"
445,68,81108.77,"PhD","Houston","HR",66.6,12,8,2781.25,"Good"
446,45,90906.48,"Bachelor","Los Angeles","Marketing",60.1,14,3,4183.68,"Good"
447,35,31643.3,"Bachelor","Chicago","HR",79,5,10,2964.41,"Excellent"
448,42,31954.25,"Master","Los Angeles","Engineering",80.1,16,10,6056.6,"Good"
449,61,36710.89,"Bachelor","Houston","Engineering",43.9,1,9,3421.37,"Good"
450,27,65574.56,"PhD","Chicago","Sales",89.1,0,6,4211.8,"Excellent"
451,26,71701.58,"High School","Los Angeles","Finance",65.8,29,5,5054.98,"Excellent"
452,36,79182.74,"Bachelor","Phoenix","Sales",73.3,16,7,3719.61,"Good"
453,32,80989.45,"Bachelor","Chicago","Marketing",59.8,5,3,4756.72,"Fair"
454,63,76514.65,"Bachelor","Houston","Engineering",84.5,1,3,3509.97,"Excellent"
455,72,73796.02,"Bachelor","Houston","HR",69.4,29,7,5432.44,"Fair"
456,20,58267.49,"PhD","Chicago","Sales",53.7,4,1,8481.14,"Fair"
457,39,37237.23,"Bachelor","Houston","Sales",79.3,27,10,4320.68,"Fair"
458,78,40476.78,"PhD","Los Angeles","Marketing",50.3,13,1,6156.18,"Poor"
459,37,63151.94,"Bachelor","Houston","HR",72.1,16,3,2518.18,"Excellent"
460,59,88670.73,"PhD","Phoenix","Sales",75.3,20,6,4663,"Good"
461,51,89119.6,"Bachelor","New York","Marketing",115.5,9,8,4117.01,"Poor"
462,40,16476.67,"Master","New York","HR",82.7,27,3,6087.56,"Fair"
463,34,38320.04,"Master","Los Angeles","HR",55.9,1,7,5172.97,"Fair"
464,35,83382.65,"High School","Chicago","Marketing",80.6,26,5,5058.17,"Fair"
465,36,33717.81,"Master","Phoenix","Sales",73.5,7,6,8522.04,"Good"
466,63,22728.45,"High School","Phoenix","Sales",78.3,9,9,4493.57,"Excellent"
467,34,66996.22,"Bachelor","Houston","Engineering",50.8,2,9,5283.75,"Fair"
468,47,89659.29,"Master","Phoenix","Sales",100.2,18,10,5113.61,"Fair"
469,27,93690.09,"Bachelor","Houston","Engineering",83.4,6,10,4328.85,"Fair"
470,54,65656.41,"Bachelor","Phoenix","HR",69.4,9,6,6787.88,"Good"
471,62,69393.32,"Master","Phoenix","HR",44.6,14,4,6572.08,"Good"
472,67,66201.87,"PhD","Los Angeles","Sales",81,8,3,8934.2,"Good"
473,68,54638.26,"Bachelor","Houston","Marketing",54,18,3,5224.77,"Poor"
474,68,-12434.78,"High School","Los Angeles","Sales",57.3,15,9,5598.64,"Fair"
475,27,70214.06,"Bachelor","Phoenix","Marketing",83.1,8,4,5742.22,"Fair"
476,65,47175.46,"PhD","Chicago","Engineering",86,5,4,8697.59,"Excellent"
477,51,75198.02,"High School","Phoenix","HR",69.3,23,1,3999.33,"Fair"
478,75,42460.54,"Bachelor","Los Angeles","HR",50.4,2,6,5121.34,"Good"
479,21,22308.45,"Bachelor","Chicago","HR",39.7,15,1,4875.84,"Poor"
480,42,79904.85,"PhD","Chicago","Finance",54,30,5,3212.07,"Good"
481,43,58627.55,"Bachelor","Houston","Sales",64.5,9,7,5256.09,"Good"
482,78,124906.09,"High School","Phoenix","Sales",60.4,11,10,2669.98,"Good"
483,56,73311.84,"Bachelor","Houston","Marketing",79.8,2,8,3184.33,"Fair"
484,50,75970.13,"Bachelor","Phoenix","Marketing",62.7,24,1,5172.2,"Good"
485,63,70276.5,"High School","Houston","Marketing",82.1,0,1,7938.41,"Excellent"
486,69,42932.25,"Master","Los Angeles","Finance",92.9,3,8,6307.57,"Excellent"
487,39,47591.41,"Bachelor","Houston","Engineering",68.3,3,9,8447.83,"Fair"
488,68,76196.52,"Bachelor","Houston","Finance",54.7,4,5,3285.68,"Good"
489,61,76102.21,"Bachelor","Houston","Engineering",57.2,25,6,7493.97,"Good"
490,36,66659.44,"High School","Phoenix","Finance",86.4,8,7,8335.89,"Good"
491,23,35268.65,"Bachelor","Phoenix","HR",51.6,26,7,3016.05,"Good"
492,61,88692.44,"PhD","Houston","Sales",99,22,1,1050.27,"Good"
493,42,27663.18,"High School","New York","HR",79.2,9,7,4459.92,"Good"
494,47,46335.71,"Bachelor","New York","Marketing",89.4,30,9,6220.34,"Fair"
495,59,101501.17,"Master","Los Angeles","Finance",63.9,10,9,5688.64,"Excellent"
496,56,65482.44,"Bachelor","Houston","Sales",65.4,8,8,6407.36,"Excellent"
497,68,74414.67,"Bachelor","New York","Sales",81.7,25,10,2235.75,"Good"
498,42,62539.47,"High School","Houston","Finance",72.2,21,7,3708.18,"Good"
499,19,35081.33,"High School","Los Angeles","Sales",83.8,10,2,7509.29,"Fair"
500,55,43050.34,"PhD","Houston","HR",72.2,26,1,5187.11,"Fair"
501,26,58305.03,"Bachelor","Houston","Marketing",72.3,11,9,4864.39,"Good"
502,73,-3569.54,"Master","Phoenix","Sales",101.4,6,3,5569.13,"Fair"
503,28,NA,"Bachelor","Houston","Finance",82.4,27,3,7070.03,"Good"
504,23,70971.69,"Bachelor","Houston","Engineering",40.1,11,10,727.25,"Excellent"
505,48,49030.88,"Master","Houston","Sales",85.8,22,10,1806.63,"Good"
506,22,49327.77,"High School","Los Angeles","Sales",64.8,23,3,6532.55,"Good"
507,31,72390.39,"Bachelor","New York","HR",75.6,18,9,8608.6,"Excellent"
508,59,44112.89,"High School","Houston","Finance",95.3,0,6,4775.63,"Good"
509,64,67576.06,"PhD","New York","HR",100.4,26,9,3973.04,"Fair"
510,18,26553.31,"High School","Houston","Engineering",45.3,1,2,4932.45,"Fair"
511,58,30449.75,"Bachelor","Houston","Marketing",52.1,1,7,3548.75,"Good"
512,27,21517.89,"High School","Phoenix","HR",81.6,20,2,3323.88,"Excellent"
513,66,56687.97,"Master","Chicago","Engineering",65.4,9,10,2511.55,"Excellent"
514,29,50877.49,"Bachelor","Houston","HR",67.9,9,10,5920.04,"Good"
515,39,83837.43,"Master","New York","Finance",93.4,22,3,5242.63,"Fair"
516,18,54164.36,"High School","New York","Marketing",68.1,4,1,2977.87,"Good"
517,60,82075.09,"PhD","Houston","Engineering",57.5,3,8,4649.97,"Fair"
518,74,93904.51,"Bachelor","Los Angeles","Marketing",70.5,5,10,NA,"Good"
519,21,45181.24,"Bachelor","Houston","Finance",86.5,10,2,3356.71,"Fair"
520,20,62768.78,"Master","New York","Engineering",78.6,28,1,2764.2,"Poor"
521,76,38102.13,"High School","Phoenix","Marketing",86.3,22,8,5269.41,"Good"
522,70,NA,"Bachelor","Phoenix","HR",48.5,18,3,6017.16,"Excellent"
523,55,33404.79,"Master","Los Angeles","Finance",76.7,18,4,3122.85,"Good"
524,78,34470.52,"Master","Los Angeles","Finance",85.4,6,8,1221.87,"Good"
525,76,60775.87,"Bachelor","Phoenix","Marketing",95.7,25,6,5964.33,"Good"
526,22,56816.23,"PhD","Chicago","Finance",34,26,1,3943.65,"Poor"
527,59,60252.46,"Master","Phoenix","Marketing",63.3,20,9,8397.11,"Good"
528,79,56386.7,"Master","Los Angeles","HR",87.1,21,7,5220.99,"Good"
529,37,44427.12,"Bachelor","Los Angeles","Marketing",82.9,26,7,7120.87,"Fair"
530,51,52395.96,"PhD","Chicago","Sales",80.3,1,7,5804.1,"Good"
531,40,87403.17,"Bachelor","Chicago","Sales",50.9,28,5,4836.24,"Fair"
532,53,54642.1,"Bachelor","Phoenix","Marketing",70.2,9,5,7284.53,"Fair"
533,74,28630.21,"Bachelor","Phoenix","HR",42.6,18,4,6300.05,"Fair"
534,74,38108.8,"Bachelor","Chicago","HR",75.3,0,3,4901.71,"Good"
535,37,32963.7,"High School","Houston","Finance",60.1,3,8,7352.69,"Good"
536,26,36998.2,"Bachelor","New York","Finance",53.4,15,9,7955.25,"Good"
537,44,29778.32,"Bachelor","Houston","Finance",NA,26,1,5606.71,"Good"
538,63,2483.02,"High School","Los Angeles","Finance",102.4,23,3,6893.33,"Fair"
539,63,68381.31,"PhD","Los Angeles","Finance",51.2,17,10,3262.97,"Fair"
540,20,68200.83,"Bachelor","Phoenix","Marketing",61.9,5,8,6590.92,"Good"
541,48,49987.99,"Bachelor","Houston","Sales",72.1,12,9,5495.32,"Good"
542,80,40524.05,"High School","Los Angeles","HR",64.4,19,7,7709.59,"Fair"
543,35,38756.37,"Bachelor","Chicago","HR",59.3,17,4,5202.59,"Excellent"
544,27,62974.69,"High School","Phoenix","Sales",84.2,16,5,5021.28,"Good"
545,50,59531.27,"Master","New York","Sales",59.9,2,9,2409.86,"Good"
546,57,63432.87,"Bachelor","Los Angeles","Sales",72.6,6,7,6614.21,"Good"
547,80,55096.76,"Bachelor","Phoenix","Engineering",89.7,17,3,6047.39,"Excellent"
548,37,67379.68,"High School","New York","Marketing",80.4,25,8,5169.83,"Excellent"
549,70,63622.68,"High School","Houston","Finance",50.9,11,6,5455.3,"Good"
550,54,66166.25,"PhD","Los Angeles","HR",94.7,18,3,4630.36,"Excellent"
551,23,64919.23,"PhD","Houston","Marketing",83.1,1,6,5005.58,"Fair"
552,46,88237.71,"Bachelor","Los Angeles","Finance",78.3,7,9,6780.32,"Excellent"
553,63,33899.31,"PhD","Houston","Finance",73.1,27,7,6877.58,"Poor"
554,21,85166.49,"Bachelor","Phoenix","Marketing",62,19,9,3319.11,"Fair"
555,44,48315.83,"High School","Los Angeles","Engineering",62.6,3,7,2701.64,"Fair"
556,26,53700.39,"Master","Houston","Engineering",60.7,11,7,6083.68,"Fair"
557,57,56621.63,"Bachelor","Chicago","Engineering",54.1,1,7,2681.15,"Fair"
558,40,46035.7,"High School","New York","Finance",83,28,9,4901.58,"Fair"
559,65,3923.86,"Bachelor","Houston","Finance",54.6,10,2,5710.2,"Poor"
560,43,48741.35,"PhD","Phoenix","Sales",81.3,3,5,5987.98,"Good"
561,29,55827.66,"Bachelor","Chicago","HR",62.2,7,8,5672.62,"Good"
562,27,20245.44,"Bachelor","Houston","Marketing",88,5,4,5158.2,"Excellent"
563,63,65998.79,"Bachelor","Los Angeles","Marketing",90.5,15,8,6033.63,"Good"
564,72,43054.53,"Bachelor","New York","HR",75.3,9,3,7310.17,"Excellent"
565,60,83954.84,"Bachelor","New York","Sales",80.9,23,3,5228.57,"Good"
566,40,60297.36,"Master","Los Angeles","Marketing",79.1,30,9,5879.61,"Good"
567,71,39224.34,"Master","Los Angeles","HR",53.9,23,1,5449.72,"Good"
568,74,58354.64,"PhD","Phoenix","Sales",87.1,8,1,7599.16,"Good"
569,44,60151.66,"PhD","Houston","Finance",86.6,30,8,7816.95,"Excellent"
570,51,73240.95,"Bachelor","Chicago","Sales",61.4,21,9,3602.51,"Good"
571,33,NA,"Bachelor","Los Angeles","Marketing",60.1,14,9,8963.27,"Good"
572,63,14332.49,"Master","Los Angeles","Marketing",80.4,15,1,7030.52,"Poor"
573,42,29006.68,"Bachelor","Chicago","Marketing",58.7,24,7,4590.27,"Excellent"
574,45,37854.99,"Master","Los Angeles","Marketing",77.6,15,2,2813.36,"Excellent"
575,32,63525.31,"Bachelor","Phoenix","Engineering",84.5,26,6,5532.23,"Good"
576,66,49303.27,"High School","Los Angeles","Finance",71,27,1,8941.09,"Fair"
577,55,42712.63,"Master","Chicago","Sales",NA,11,6,5599.77,"Good"
578,40,38102.18,"High School","Houston","Sales",64.7,6,3,3786.89,"Fair"
579,78,58073.9,"High School","Phoenix","Engineering",70.3,27,6,5834.51,"Fair"
580,36,37971.35,"Bachelor","Chicago","HR",66.4,27,3,NA,"Excellent"
581,27,47041.58,"Bachelor","Houston","Engineering",113,16,6,4083.17,"Good"
582,30,36200.46,"Bachelor","Phoenix","HR",84,2,7,4414.33,"Good"
583,79,27234.93,"High School","New York","Marketing",91.9,17,1,7667.04,"Fair"
584,55,74103.69,"Bachelor","Los Angeles","Marketing",67.9,13,3,3346.25,"Excellent"
585,18,28650.09,"High School","Chicago","Marketing",71.9,9,9,3588.24,"Poor"
586,28,56460.58,"PhD","Phoenix","Finance",116.2,9,4,9117.33,"Good"
587,62,43636.28,"Bachelor","New York","Sales",62.5,28,2,5470.37,"Good"
588,43,33830.99,"PhD","Los Angeles","Engineering",65.4,20,4,5447.72,"Excellent"
589,75,60186.27,"Bachelor","Chicago","Engineering",72.9,2,10,3798.32,"Good"
590,27,62462.69,"High School","Los Angeles","Sales",91.6,26,10,4034.04,"Good"
591,76,80293.34,"Bachelor","Los Angeles","Sales",30,17,3,2942.48,"Good"
592,62,61504.5,"Master","Houston","Engineering",105.8,9,8,6709,"Poor"
593,32,52230.65,"Bachelor","New York","Marketing",58.6,3,8,7279.77,"Good"
594,34,107049.38,"Bachelor","Los Angeles","Finance",56.6,5,6,5323.18,"Fair"
595,64,41994.31,"Bachelor","Chicago","Sales",69.9,7,10,7302.75,"Good"
596,25,34936.34,"Master","Chicago","Marketing",84.9,27,1,5699.79,"Excellent"
597,53,44297.72,"Bachelor","Phoenix","HR",62.2,19,8,4471.63,"Excellent"
598,23,52791.71,"High School","Chicago","Finance",46.9,6,2,2497.61,"Excellent"
599,27,67008.6,"High School","Houston","Finance",67.7,26,1,7493.94,"Excellent"
600,77,63316.9,"High School","Phoenix","Finance",79.9,26,5,3012.48,"Good"
601,44,52884.99,"Master","Houston","Engineering",88,16,10,6336.71,"Good"
602,37,37868.75,"High School","New York","Sales",92.1,26,7,4746.92,"Good"
603,73,77546.55,"Master","Phoenix","Sales",68.5,24,2,4448.88,"Good"
604,42,73325.63,"Bachelor","Houston","Sales",96.9,4,7,3260.82,"Fair"
605,80,40512.41,"PhD","Chicago","Finance",93,30,7,2928.12,"Good"
606,41,68735.58,"Master","Houston","Finance",68.1,20,3,4376.75,"Good"
607,33,64001.72,"High School","Houston","Marketing",88.7,28,2,4067.62,"Excellent"
608,61,75904.43,"Master","Phoenix","Sales",90.8,11,5,6012.48,"Good"
609,33,57992.58,"Bachelor","New York","HR",54.3,11,3,6665.88,"Excellent"
610,68,32178.66,"Bachelor","Phoenix","Finance",97.8,25,8,4844.98,"Good"
611,20,71049.99,"High School","Los Angeles","Sales",73.8,15,5,9224.99,"Fair"
612,73,40425.67,"Bachelor","Phoenix","HR",82.5,16,1,3715.39,"Good"
613,49,65544.19,"Master","Los Angeles","Finance",73.7,14,10,3229.88,"Good"
614,38,88469.58,"High School","Chicago","Engineering",64.6,22,1,5405.75,"Good"
615,56,26623.44,"PhD","New York","HR",97.9,1,2,7009.54,"Good"
616,20,86238.22,"Bachelor","Phoenix","Engineering",94.7,2,7,3278.2,"Good"
617,27,82063.22,"Master","Chicago","HR",59,8,3,6194.75,"Good"
618,38,44426.06,"High School","Phoenix","HR",74.8,16,7,5812.41,"Poor"
619,59,49974.54,"PhD","Phoenix","Marketing",83.1,1,8,3539.7,"Good"
620,24,41283.05,"Bachelor","Chicago","Engineering",48.2,23,4,6924.04,"Good"
621,36,43592.65,"High School","Houston","Finance",68.2,19,2,3742.7,"Fair"
622,46,66592.63,"Bachelor","Chicago","Finance",82.2,2,1,4705.54,"Excellent"
623,62,37020.82,"Bachelor","Los Angeles","Engineering",69.8,28,9,5635.89,"Good"
624,59,51193.4,"Bachelor","Los Angeles","Finance",44.3,5,9,8873.11,"Fair"
625,72,52121.93,"Bachelor","Houston","Finance",52.7,24,3,2163.5,"Good"
626,63,53068.55,"Bachelor","New York","HR",61.2,9,3,2728.28,"Good"
627,41,58628.93,"PhD","Chicago","Sales",77.6,23,10,1874.51,"Good"
628,46,86931.48,"Bachelor","Houston","Sales",47.7,8,9,3040.99,"Good"
629,73,45973.37,"Master","Los Angeles","HR",82.5,12,10,4767.78,"Fair"
630,47,39102.4,"Bachelor","New York","Sales",91,5,8,3272.93,"Good"
631,60,70845.69,"Bachelor","New York","Sales",66.5,2,10,3484.55,"Fair"
632,62,62609.45,"Master","Houston","Engineering",89.2,26,1,7828.46,"Good"
633,52,59715.76,"Bachelor","Houston","Marketing",89.6,16,6,4386.18,"Good"
634,59,66819.77,"Bachelor","New York","Engineering",74.7,30,3,5312.97,"Excellent"
635,68,26761.4,"Bachelor","New York","Marketing",69.6,22,4,5772.91,"Good"
636,51,76265.92,"PhD","Los Angeles","Marketing",72.1,16,8,1787.81,"Excellent"
637,56,64078.36,"High School","New York","Engineering",46.8,30,3,-652.21,"Excellent"
638,69,74026.26,"Master","Los Angeles","Marketing",83.4,27,3,6486,"Good"
639,38,43029.65,"High School","Chicago","Sales",80,14,5,1581.26,"Excellent"
640,70,18161.2,"Bachelor","Chicago","Sales",72.7,12,9,6194.57,"Good"
641,60,45308.21,"Bachelor","New York","Engineering",34.2,24,10,5440.74,"Good"
642,75,36863.06,"PhD","Los Angeles","Sales",79.4,18,6,5116.13,"Fair"
643,60,99455.25,"Master","Houston","Marketing",83.5,2,3,4726.12,"Good"
644,79,46730.67,"Bachelor","Houston","Finance",61.9,28,10,7789.79,"Poor"
645,43,50686.52,"High School","Los Angeles","Marketing",90.1,21,8,4459.57,"Good"
646,50,76259.57,"Master","New York","Sales",83.7,6,4,5827.97,"Excellent"
647,70,67406.93,"Master","Chicago","HR",57.2,23,5,4814.16,"Poor"
648,79,68461.33,"Bachelor","New York","HR",60.6,1,5,6176.35,"Good"
649,23,107674.19,"Bachelor","Houston","Finance",71.7,3,9,4296.13,"Fair"
650,75,58322.29,"Master","Phoenix","Finance",60.1,16,9,3647.5,"Fair"
651,40,93103.51,"High School","Houston","HR",59.3,14,6,8165.66,"Good"
652,59,60074.37,"High School","New York","HR",95.4,28,4,6336.34,"Poor"
653,58,25819.56,"Master","Houston","HR",57.7,3,9,2295.09,"Good"
654,77,10455.04,"Bachelor","Phoenix","Marketing",78.9,1,5,2908.67,"Good"
655,61,67993.67,"Master","Los Angeles","Engineering",51.6,9,8,5139.37,"Fair"
656,77,35015,"Bachelor","Phoenix","Finance",74.9,15,3,3381.65,"Excellent"
657,62,55839.45,"Master","Houston","Marketing",83.5,15,10,4438.83,"Fair"
658,35,90540.87,"High School","Houston","Finance",91.7,13,1,7367.91,"Good"
659,64,61943.65,"Bachelor","Phoenix","Marketing",58.2,23,1,4131.35,"Good"
660,38,49258.05,"High School","Houston","Sales",63.8,1,6,4480.11,"Fair"
661,50,16508.47,"High School","Los Angeles","Engineering",88.4,18,10,5369.12,"Excellent"
662,28,38987.02,"Master","Phoenix","Sales",83.9,6,1,2193.99,"Good"
663,57,43487.64,"High School","Chicago","Finance",70.7,20,3,3720.37,"Fair"
